DateTime,Active_power,Reactive_power,Voltage,Intensity,Sub_meter_1,Sub_meter_2,Sub_meter_3,Sub_meter_4
2007-6-22 02,13.53,7.98,241.46,1.1,0.0,28.0,0.0,197.0
2007-6-22 03,11.79,5.11,241.71,0.95,0.0,10.0,0.0,178.0
2007-6-22 04,25.63,6.1,241.8,1.87,0.0,27.0,215.0,179.0
2007-6-22 05,41.62,11.91,241.83,3.05,0.0,82.0,428.0,182.0
2007-6-22 06,38.17,13.77,242.65,2.94,0.0,72.0,0.0,562.0
2007-6-22 07,49.2,7.64,239.87,3.54,0.0,31.0,424.0,358.0
2007-6-22 08,73.11,3.93,237.74,5.07,0.0,0.0,1039.0,178.0
2007-6-22 09,55.73,4.2,238.01,3.87,0.0,0.0,745.0,190.0
2007-6-22 10,15.78,12.23,238.95,1.4,0.0,72.0,0.0,190.0
2007-6-22 11,14.77,11.23,238.2,1.23,0.0,67.0,0.0,178.0
2007-6-22 12,12.79,8.08,239.1,1.05,0.0,35.0,0.0,179.0
2007-6-22 13,11.56,5.47,240.02,0.85,0.0,0.0,0.0,194.0
2007-6-22 14,11.05,4.8,238.92,0.86,0.0,0.0,0.0,189.0
2007-6-22 15,15.07,11.33,240.24,1.31,0.0,69.0,0.0,174.0
2007-6-22 16,14.97,12.07,242.03,1.34,0.0,68.0,0.0,177.0
2007-6-22 17,13.28,9.01,242.16,1.12,0.0,32.0,0.0,189.0
2007-6-22 18,33.57,5.08,240.36,2.37,0.0,0.0,368.0,201.0
2007-6-22 19,26.55,4.8,241.18,1.91,0.0,0.0,263.0,186.0
2007-6-22 20,15.28,11.78,240.79,1.34,0.0,73.0,0.0,172.0
2007-6-22 21,15.31,12.57,241.92,1.38,0.0,68.0,0.0,185.0
2007-6-22 22,13.33,9.14,243.02,1.11,0.0,35.0,0.0,184.0
2007-6-22 23,10.82,4.77,243.78,0.87,0.0,0.0,0.0,181.0
2007-6-23 00,10.58,4.34,240.87,0.87,0.0,0.0,0.0,180.0
2007-6-23 01,15.31,11.52,239.99,1.32,0.0,66.0,0.0,184.0
2007-6-23 02,14.77,11.43,239.79,1.28,0.0,68.0,0.0,174.0
2007-6-23 03,11.82,6.51,240.38,0.96,0.0,22.0,0.0,176.0
2007-6-23 04,10.53,4.18,239.98,0.87,0.0,0.0,0.0,179.0
2007-6-23 05,14.1,6.16,240.39,1.08,0.0,10.0,33.0,196.0
2007-6-23 06,61.67,10.55,239.68,4.32,0.0,73.0,783.0,166.0
2007-6-23 07,14.47,11.08,239.96,1.22,0.0,67.0,0.0,170.0
2007-6-23 08,11.04,4.91,239.17,0.89,0.0,4.0,0.0,182.0
2007-6-23 09,10.74,4.48,239.62,0.84,0.0,0.0,0.0,183.0
2007-6-23 10,12.48,6.79,240.07,0.97,0.0,30.0,0.0,175.0
2007-6-23 11,24.65,12.47,238.42,1.98,0.0,69.0,0.0,338.0
2007-6-23 12,15.68,11.9,239.08,1.34,0.0,61.0,0.0,198.0
2007-6-23 13,10.67,4.37,240.77,0.81,0.0,0.0,0.0,182.0
2007-6-23 14,10.63,4.36,240.37,0.82,0.0,0.0,0.0,182.0
2007-6-23 15,14.27,9.78,241.82,1.21,0.0,40.0,0.0,192.0
2007-6-23 16,15.31,11.61,241.27,1.33,0.0,69.0,0.0,180.0
2007-6-23 17,73.0,10.33,239.02,5.12,0.0,46.0,909.0,257.0
2007-6-23 18,54.8,4.64,239.93,3.8,0.0,0.0,677.0,233.0
2007-6-23 19,12.91,5.91,240.8,1.04,0.0,0.0,0.0,202.0
2007-6-23 20,15.73,10.49,241.35,1.3,0.0,57.0,0.0,210.0
2007-6-23 21,15.86,11.55,242.07,1.33,0.0,69.0,0.0,200.0
2007-6-23 22,14.28,8.58,241.22,1.18,0.0,35.0,0.0,201.0
2007-6-23 23,12.25,5.19,241.66,0.97,0.0,0.0,0.0,191.0
2007-6-24 00,11.72,4.24,243.01,0.9,0.0,0.0,0.0,191.0
2007-6-24 01,16.79,10.64,241.01,1.36,0.0,67.0,0.0,219.0
2007-6-24 02,22.29,12.33,241.52,1.77,0.0,68.0,0.0,290.0
2007-6-24 03,12.76,6.05,242.24,1.0,0.0,19.0,0.0,185.0
2007-6-24 04,59.71,3.53,241.48,4.11,0.0,0.0,778.0,218.0
2007-6-24 05,13.02,6.16,242.83,1.05,0.0,10.0,0.0,203.0
2007-6-24 06,16.06,11.6,243.05,1.34,0.0,73.0,0.0,209.0
2007-6-24 07,15.49,10.99,241.8,1.3,0.0,67.0,0.0,194.0
2007-6-24 08,12.26,5.04,241.95,0.96,0.0,5.0,0.0,197.0
2007-6-24 09,11.97,4.76,242.61,0.94,0.0,0.0,0.0,192.0
2007-6-24 10,13.21,6.58,241.76,1.05,0.0,26.0,0.0,186.0
2007-6-24 11,15.85,10.24,238.02,1.34,0.0,70.0,0.0,193.0
2007-6-24 12,18.65,10.08,237.98,1.5,0.0,54.0,0.0,259.0
2007-6-24 13,11.82,3.95,239.78,0.91,0.0,0.0,0.0,181.0
2007-6-24 14,21.76,3.59,238.56,1.53,0.0,0.0,0.0,357.0
2007-6-24 15,72.64,8.51,239.6,5.03,0.0,48.0,521.0,649.0
2007-6-24 16,67.37,10.48,241.78,4.69,0.0,69.0,370.0,680.0
2007-6-24 17,76.34,8.57,242.02,5.26,0.0,46.0,844.0,385.0
2007-6-24 18,36.32,4.32,241.28,2.73,0.0,0.0,259.0,354.0
2007-6-24 19,24.15,4.71,240.62,1.98,0.0,0.0,0.0,403.0
2007-6-24 20,26.34,9.1,240.33,2.17,0.0,56.0,0.0,382.0
2007-6-24 21,35.0,11.28,241.53,2.84,0.0,68.0,0.0,529.0
2007-6-24 22,47.24,9.19,240.66,3.38,0.0,45.0,0.0,748.0
2007-6-24 23,55.88,3.43,241.76,3.83,0.0,0.0,677.0,256.0
2007-6-25 00,25.58,4.52,241.69,1.87,0.0,0.0,0.0,427.0
2007-6-25 01,14.05,8.72,241.11,1.13,0.0,55.0,0.0,176.0
2007-6-25 02,15.19,10.81,240.24,1.22,0.0,68.0,0.0,185.0
2007-6-25 03,12.71,7.37,241.34,1.02,0.0,40.0,0.0,177.0
2007-6-25 04,10.38,3.83,241.78,0.85,0.0,0.0,0.0,180.0
2007-6-25 05,10.63,4.03,241.63,0.87,0.0,0.0,0.0,183.0
2007-6-25 06,39.89,9.33,241.46,2.98,0.0,61.0,148.0,451.0
2007-6-25 07,93.43,9.9,239.19,6.52,0.0,68.0,1052.0,439.0
2007-6-25 08,74.02,6.87,237.31,5.16,0.0,25.0,1035.0,169.0
2007-6-25 09,72.23,4.23,235.91,5.07,0.0,0.0,1023.0,182.0
2007-6-25 10,17.93,3.42,239.69,1.33,0.0,1.0,125.0,180.0
2007-6-25 11,14.63,9.55,239.45,1.15,0.0,74.0,0.0,167.0
2007-6-25 12,14.36,9.7,239.9,1.17,0.0,67.0,0.0,174.0
2007-6-25 13,11.98,5.96,240.62,0.98,0.0,15.0,0.0,189.0
2007-6-25 14,10.51,3.61,241.68,0.82,0.0,0.0,0.0,183.0
2007-6-25 15,12.27,5.01,241.28,0.94,0.0,16.0,0.0,198.0
2007-6-25 16,18.06,10.34,242.52,1.48,0.0,72.0,0.0,241.0
2007-6-25 17,19.47,12.33,243.07,1.59,0.0,67.0,0.0,261.0
2007-6-25 18,49.95,4.92,242.41,3.5,0.0,12.0,617.0,202.0
2007-6-25 19,12.58,4.35,241.89,0.94,0.0,0.0,0.0,206.0
2007-6-25 20,57.2,8.63,240.98,4.08,0.0,438.0,0.0,517.0
2007-6-25 21,214.1,12.93,236.33,15.31,313.0,1491.0,816.0,952.0
2007-6-25 22,162.73,22.75,237.82,11.71,1141.0,421.0,0.0,1156.0
2007-6-25 23,88.34,14.15,240.86,6.32,531.0,630.0,0.0,310.0
2007-6-26 00,40.76,4.48,238.71,2.99,1.0,46.0,237.0,397.0
2007-6-26 01,36.41,3.13,240.56,2.66,0.0,10.0,359.0,234.0
2007-6-26 02,13.06,5.87,240.83,1.04,0.0,41.0,0.0,173.0
2007-6-26 03,16.24,11.25,241.08,1.35,0.0,80.0,0.0,192.0
2007-6-26 04,14.59,9.02,241.39,1.19,0.0,66.0,0.0,178.0
2007-6-26 05,11.15,3.34,240.73,0.85,0.0,10.0,0.0,175.0
2007-6-26 06,30.39,3.47,239.25,2.25,0.0,6.0,0.0,501.0
2007-6-26 07,85.59,8.85,239.32,6.02,0.0,51.0,834.0,539.0
2007-6-26 08,78.44,10.82,238.1,5.52,0.0,69.0,1042.0,199.0
2007-6-26 09,58.94,5.12,236.56,4.14,0.0,21.0,780.0,179.0
2007-6-26 10,10.93,3.61,238.11,0.84,0.0,0.0,0.0,182.0
2007-6-26 11,12.25,5.51,237.51,0.97,0.0,16.0,0.0,183.0
2007-6-26 12,15.34,10.83,240.07,1.32,0.0,72.0,0.0,170.0
2007-6-26 13,13.43,8.11,240.71,1.11,0.0,44.0,0.0,173.0
2007-6-26 14,10.68,3.45,239.87,0.81,0.0,0.0,0.0,174.0
2007-6-26 15,11.48,4.31,239.7,0.89,0.0,0.0,0.0,185.0
2007-6-26 16,14.84,9.77,240.41,1.25,0.0,67.0,0.0,181.0
2007-6-26 17,14.91,10.72,241.86,1.29,0.0,68.0,0.0,167.0
2007-6-26 18,49.64,3.7,242.22,3.51,0.0,0.0,644.0,181.0
2007-6-26 19,25.94,14.53,242.26,2.05,0.0,68.0,0.0,366.0
2007-6-26 20,27.46,11.4,241.77,2.1,0.0,81.0,0.0,379.0
2007-6-26 21,46.14,16.67,241.36,3.39,0.0,80.0,0.0,691.0
2007-6-26 22,213.71,9.16,237.73,15.07,455.0,438.0,938.0,1736.0
2007-6-26 23,92.6,5.3,242.17,6.44,515.0,0.0,397.0,629.0
2007-6-27 00,13.31,5.14,243.01,0.98,0.0,9.0,0.0,220.0
2007-6-27 01,16.36,10.35,241.78,1.31,0.0,75.0,0.0,212.0
2007-6-27 02,14.68,8.0,240.33,1.17,0.0,48.0,0.0,213.0
2007-6-27 03,12.52,4.04,240.45,0.93,0.0,0.0,0.0,223.0
2007-6-27 04,12.48,3.76,241.04,0.92,0.0,0.0,0.0,214.0
2007-6-27 05,16.47,10.01,241.55,1.29,0.0,64.0,0.0,211.0
2007-6-27 06,76.12,12.14,239.67,5.43,0.0,68.0,613.0,588.0
2007-6-27 07,139.93,5.66,239.32,9.77,0.0,934.0,1052.0,343.0
2007-6-27 08,123.01,5.41,238.39,8.65,0.0,818.0,1045.0,189.0
2007-6-27 09,78.72,9.43,238.36,5.49,0.0,77.0,1044.0,196.0
2007-6-27 10,76.37,9.3,235.31,5.35,0.0,63.0,1018.0,188.0
2007-6-27 11,16.08,3.58,236.35,1.18,0.0,0.0,84.0,186.0
2007-6-27 12,11.24,3.94,238.4,0.86,0.0,0.0,0.0,188.0
2007-6-27 13,22.5,8.42,238.27,1.75,0.0,46.0,0.0,323.0
2007-6-27 14,29.08,12.27,240.01,2.38,0.0,184.0,0.0,298.0
2007-6-27 15,13.95,5.56,241.17,1.08,0.0,52.0,0.0,178.0
2007-6-27 16,11.39,4.27,241.93,0.87,0.0,0.0,0.0,182.0
2007-6-27 17,13.05,6.5,241.21,1.02,0.0,25.0,0.0,190.0
2007-6-27 18,19.6,10.91,241.84,1.57,0.0,72.0,0.0,255.0
2007-6-27 19,166.32,13.62,238.38,11.75,0.0,1461.0,902.0,408.0
2007-6-27 20,183.28,20.05,238.93,13.05,433.0,1430.0,341.0,851.0
2007-6-27 21,275.88,18.9,236.78,19.69,1660.0,894.0,1032.0,1011.0
2007-6-27 22,113.59,7.3,239.6,7.95,510.0,65.0,139.0,1175.0
2007-6-27 23,24.93,8.44,242.12,1.86,0.0,66.0,0.0,354.0
2007-6-28 00,20.11,11.68,240.51,1.61,0.0,80.0,0.0,262.0
2007-6-28 01,17.14,9.16,239.68,1.39,0.0,57.0,0.0,233.0
2007-6-28 02,13.56,4.73,240.86,1.08,0.0,10.0,0.0,223.0
2007-6-28 03,14.02,5.27,241.21,1.11,0.0,10.0,0.0,228.0
2007-6-28 04,17.6,11.14,240.77,1.44,0.0,75.0,0.0,217.0
2007-6-28 05,23.3,11.84,241.12,1.81,0.0,71.0,100.0,218.0
2007-6-28 06,40.48,4.35,239.7,2.83,0.0,5.0,462.0,202.0
2007-6-28 07,34.66,3.49,237.67,2.57,0.0,0.0,0.0,588.0
2007-6-28 08,31.03,6.65,238.01,2.25,0.0,35.0,223.0,265.0
2007-6-28 09,87.08,11.96,237.03,6.09,0.0,69.0,1034.0,354.0
2007-6-28 10,101.27,6.23,236.74,7.17,0.0,296.0,1030.0,363.0
2007-6-28 11,74.77,2.79,235.28,5.25,0.0,28.0,1019.0,203.0
2007-6-28 12,74.93,4.43,236.08,5.25,0.0,16.0,1025.0,207.0
2007-6-28 13,54.78,10.18,237.09,3.92,0.0,72.0,637.0,210.0
2007-6-28 14,14.96,8.19,239.97,1.22,0.0,42.0,0.0,212.0
2007-6-28 15,13.3,5.02,241.78,1.03,0.0,0.0,0.0,220.0
2007-6-28 16,13.2,4.93,240.13,1.03,0.0,0.0,0.0,223.0
2007-6-28 17,17.16,11.83,241.73,1.46,0.0,73.0,0.0,217.0
2007-6-28 18,109.19,21.01,239.72,7.95,0.0,1464.0,0.0,357.0
2007-6-28 19,167.42,24.12,237.46,12.0,0.0,863.0,660.0,1269.0
2007-6-28 20,155.44,11.15,238.8,10.97,0.0,907.0,1048.0,635.0
2007-6-28 21,82.57,5.18,240.82,5.67,0.0,14.0,1065.0,300.0
2007-6-28 22,86.49,10.94,240.94,5.95,0.0,102.0,1066.0,277.0
2007-6-28 23,30.97,11.17,243.07,2.3,0.0,79.0,172.0,265.0
2007-6-29 00,40.31,6.84,240.8,2.86,0.0,17.0,0.0,656.0
2007-6-29 01,11.68,4.56,241.35,0.87,0.0,0.0,0.0,198.0
2007-6-29 02,12.21,5.56,240.72,0.95,0.0,24.0,0.0,183.0
2007-6-29 03,15.53,11.32,240.83,1.34,0.0,70.0,0.0,175.0
2007-6-29 04,14.59,9.69,240.8,1.25,0.0,39.0,0.0,195.0
2007-6-29 05,11.24,4.54,242.1,0.9,0.0,0.0,0.0,184.0
2007-6-29 06,10.6,3.5,242.41,0.83,0.0,0.0,0.0,170.0
2007-6-29 07,15.13,10.68,241.95,1.26,0.0,71.0,0.0,188.0
2007-6-29 08,81.49,10.9,237.7,5.85,0.0,57.0,830.0,477.0
2007-6-29 09,13.59,3.86,237.8,1.03,0.0,1.0,18.0,208.0
2007-6-29 10,28.9,6.92,238.01,2.27,0.0,0.0,0.0,486.0
2007-6-29 11,118.9,11.79,237.91,8.5,713.0,51.0,745.0,477.0
2007-6-29 12,106.17,12.26,238.53,7.48,401.0,68.0,1046.0,260.0
2007-6-29 13,92.59,5.89,237.72,6.48,167.0,7.0,1038.0,330.0
2007-6-29 14,29.26,3.99,240.67,2.18,0.0,0.0,243.0,248.0
2007-6-29 15,21.04,9.29,241.68,1.73,0.0,34.0,0.0,318.0
2007-6-29 16,22.5,12.74,242.26,1.87,0.0,70.0,0.0,303.0
2007-6-29 17,30.88,7.59,242.12,2.4,0.0,28.0,0.0,483.0
2007-6-29 18,91.15,11.79,240.71,6.58,1239.0,0.0,0.0,277.0
2007-6-29 19,126.85,19.09,240.42,9.02,881.0,18.0,759.0,459.0
2007-6-29 20,76.89,12.32,239.01,5.42,0.0,71.0,659.0,555.0
2007-6-29 21,187.2,10.64,237.82,13.12,449.0,36.0,901.0,1733.0
2007-6-29 22,90.86,5.71,239.4,6.48,513.0,0.0,35.0,965.0
2007-6-29 23,56.08,5.06,241.63,4.0,0.0,6.0,541.0,378.0
2007-6-30 00,15.57,10.39,241.35,1.31,0.0,73.0,0.0,178.0
2007-6-30 01,15.15,9.53,240.23,1.3,0.0,42.0,0.0,199.0
2007-6-30 02,11.92,4.44,241.07,0.9,0.0,0.0,0.0,198.0
2007-6-30 03,11.06,3.29,241.41,0.83,0.0,0.0,0.0,179.0
2007-6-30 04,16.15,11.13,241.86,1.35,0.0,74.0,0.0,201.0
2007-6-30 05,18.55,7.9,241.99,1.48,0.0,47.0,47.0,211.0
2007-6-30 06,111.64,4.1,239.73,7.77,0.0,0.0,1057.0,806.0
2007-6-30 07,75.52,4.54,239.62,5.18,0.0,0.0,1055.0,214.0
2007-6-30 08,53.76,8.03,236.71,3.87,0.0,68.0,653.0,174.0
2007-6-30 09,13.62,8.03,240.17,1.15,0.0,49.0,0.0,167.0
2007-6-30 10,12.45,3.93,239.91,0.97,0.0,0.0,0.0,211.0
2007-6-30 11,13.61,3.36,239.0,1.04,0.0,0.0,0.0,227.0
2007-6-30 12,21.23,10.72,239.25,1.68,0.0,69.0,0.0,286.0
2007-6-30 13,16.05,8.03,241.05,1.23,0.0,51.0,0.0,221.0
2007-6-30 14,17.68,3.28,240.48,1.23,0.0,0.0,0.0,294.0
2007-6-30 15,24.58,5.41,240.64,1.73,0.0,54.0,0.0,351.0
2007-6-30 16,86.73,13.4,238.86,6.3,778.0,80.0,147.0,444.0
2007-6-30 17,121.96,10.47,238.96,8.59,530.0,55.0,1050.0,402.0
2007-6-30 18,88.06,4.0,240.67,6.05,0.0,0.0,1064.0,397.0
2007-6-30 19,173.23,8.14,239.56,12.16,1216.0,10.0,1054.0,602.0
2007-6-30 20,141.78,17.99,239.27,10.03,525.0,72.0,1052.0,715.0
2007-6-30 21,103.25,12.57,239.46,7.22,0.0,47.0,1039.0,635.0
2007-6-30 22,74.15,4.64,239.16,5.16,0.0,0.0,0.0,1237.0
2007-6-30 23,97.62,11.02,239.86,6.79,0.0,1.0,158.0,1470.0
2007-7-1 00,149.62,12.33,236.88,10.5,6.0,73.0,1032.0,1384.0
2007-7-1 01,59.45,6.73,238.1,4.23,449.0,43.0,94.0,413.0
2007-7-1 02,47.39,4.85,240.3,3.38,514.0,0.0,0.0,281.0
2007-7-1 03,17.25,4.95,240.29,1.24,0.0,8.0,0.0,289.0
2007-7-1 04,30.93,10.59,241.36,2.2,0.0,73.0,0.0,444.0
2007-7-1 05,29.5,7.94,242.18,2.02,0.0,40.0,0.0,461.0
2007-7-1 06,26.14,3.26,241.95,1.81,0.0,0.0,0.0,429.0
2007-7-1 07,26.56,3.9,240.86,1.86,0.0,9.0,0.0,417.0
2007-7-1 08,31.4,10.74,239.01,2.25,0.0,72.0,0.0,447.0
2007-7-1 09,54.59,6.31,238.17,3.82,0.0,36.0,388.0,478.0
2007-7-1 10,78.63,3.3,238.12,5.49,0.0,0.0,709.0,602.0
2007-7-1 11,77.89,4.86,238.97,5.35,0.0,16.0,1050.0,240.0
2007-7-1 12,30.64,8.96,238.56,2.26,0.0,70.0,232.0,212.0
2007-7-1 13,14.59,7.01,241.05,1.2,0.0,37.0,0.0,220.0
2007-7-1 14,21.54,5.06,241.34,1.63,0.0,0.0,0.0,366.0
2007-7-1 15,21.84,6.87,242.35,1.61,0.0,16.0,0.0,357.0
2007-7-1 16,18.79,11.26,241.13,1.49,0.0,71.0,0.0,253.0
2007-7-1 17,16.43,9.1,241.42,1.34,0.0,41.0,0.0,240.0
2007-7-1 18,57.06,8.63,238.31,4.2,0.0,0.0,413.0,541.0
2007-7-1 19,37.2,5.01,240.02,2.86,0.0,10.0,163.0,448.0
2007-7-1 20,36.43,15.1,239.88,2.99,0.0,72.0,0.0,539.0
2007-7-1 21,54.22,9.03,241.33,4.03,0.0,48.0,0.0,862.0
2007-7-1 22,63.19,3.35,239.62,4.37,0.0,0.0,410.0,649.0
2007-7-1 23,25.35,3.3,240.41,1.8,0.0,1.0,199.0,223.0
2007-7-2 00,15.21,10.19,243.97,1.19,0.0,74.0,0.0,173.0
2007-7-2 01,13.09,7.67,241.27,1.07,0.0,51.0,0.0,169.0
2007-7-2 02,10.3,3.42,240.83,0.85,0.0,0.0,0.0,180.0
2007-7-2 03,11.23,3.74,241.46,0.87,0.0,0.0,0.0,193.0
2007-7-2 04,15.12,9.59,241.21,1.16,0.0,73.0,0.0,174.0
2007-7-2 05,13.92,8.17,241.45,1.08,0.0,51.0,0.0,184.0
2007-7-2 06,33.47,4.16,240.88,2.45,0.0,0.0,78.0,485.0
2007-7-2 07,81.8,3.18,240.18,5.63,0.0,0.0,1060.0,307.0
2007-7-2 08,27.24,8.75,239.06,2.0,0.0,71.0,211.0,172.0
2007-7-2 09,12.83,7.07,239.48,1.04,0.0,46.0,0.0,172.0
2007-7-2 10,10.57,2.96,237.15,0.84,0.0,0.0,0.0,183.0
2007-7-2 11,11.65,4.87,239.96,0.96,0.0,5.0,0.0,196.0
2007-7-2 12,14.6,9.02,239.53,1.16,0.0,73.0,0.0,167.0
2007-7-2 13,12.64,7.03,240.09,1.04,0.0,46.0,0.0,167.0
2007-7-2 14,9.83,3.06,240.26,0.83,0.0,0.0,0.0,172.0
2007-7-2 15,11.55,4.4,240.97,0.93,0.0,3.0,0.0,198.0
2007-7-2 16,45.37,10.06,241.02,3.18,0.0,74.0,495.0,186.0
2007-7-2 17,22.33,8.49,242.91,1.63,0.0,50.0,141.0,185.0
2007-7-2 18,11.77,4.89,241.81,0.93,0.0,0.0,0.0,201.0
2007-7-2 19,40.92,3.6,240.68,2.96,0.0,421.0,0.0,265.0
2007-7-2 20,124.93,15.15,239.77,8.97,0.0,1486.0,0.0,596.0
2007-7-2 21,160.0,13.26,239.84,11.36,439.0,1069.0,282.0,877.0
2007-7-2 22,186.34,14.2,240.68,13.03,73.0,1414.0,1063.0,554.0
2007-7-2 23,70.3,10.0,241.68,5.08,506.0,274.0,115.0,277.0
2007-7-3 00,30.34,3.51,241.56,2.3,0.0,36.0,0.0,472.0
2007-7-3 01,20.17,4.94,240.78,1.64,0.0,32.0,0.0,307.0
2007-7-3 02,18.34,8.59,239.68,1.48,0.0,81.0,0.0,220.0
2007-7-3 03,16.87,7.18,240.62,1.39,0.0,56.0,0.0,219.0
2007-7-3 04,15.01,3.88,240.27,1.21,0.0,10.0,0.0,239.0
2007-7-3 05,16.33,5.99,240.53,1.34,0.0,23.0,0.0,248.0
2007-7-3 06,18.61,9.65,242.63,1.5,0.0,77.0,0.0,233.0
2007-7-3 07,124.61,8.05,239.99,8.73,0.0,42.0,1015.0,1024.0
2007-7-3 08,78.53,3.77,240.2,5.38,0.0,0.0,1060.0,248.0
2007-7-3 09,75.21,3.54,236.82,5.26,0.0,15.0,1008.0,233.0
2007-7-3 10,18.16,8.94,237.88,1.47,0.0,71.0,0.0,237.0
2007-7-3 11,16.03,6.53,237.8,1.25,0.0,37.0,0.0,232.0
2007-7-3 12,14.04,3.29,239.92,1.08,0.0,0.0,0.0,242.0
2007-7-3 13,14.46,4.12,239.83,1.13,0.0,17.0,0.0,230.0
2007-7-3 14,17.42,8.36,238.88,1.46,0.0,70.0,0.0,224.0
2007-7-3 15,15.48,6.51,239.5,1.3,0.0,39.0,0.0,228.0
2007-7-3 16,13.78,3.58,240.75,1.08,0.0,0.0,0.0,237.0
2007-7-3 17,15.77,6.22,242.16,1.26,0.0,15.0,0.0,252.0
2007-7-3 18,51.05,9.56,240.92,3.65,0.0,71.0,542.0,237.0
2007-7-3 19,35.94,17.08,241.34,2.73,0.0,40.0,53.0,513.0
2007-7-3 20,40.13,10.04,241.46,2.93,0.0,0.0,0.0,674.0
2007-7-3 21,81.53,9.93,240.57,5.81,0.0,440.0,0.0,922.0
2007-7-3 22,236.92,13.86,237.04,16.83,11.0,1781.0,830.0,1326.0
2007-7-3 23,75.18,13.23,243.36,5.35,456.0,261.0,187.0,345.0
2007-7-4 00,49.35,7.82,241.42,3.57,508.0,64.0,0.0,255.0
2007-7-4 01,13.74,4.0,240.4,1.08,0.0,10.0,0.0,224.0
2007-7-4 02,15.9,6.34,242.04,1.23,0.0,53.0,0.0,214.0
2007-7-4 03,18.36,9.88,241.77,1.45,0.0,82.0,0.0,222.0
2007-7-4 04,14.87,4.92,241.78,1.16,0.0,30.0,0.0,225.0
2007-7-4 05,13.89,3.2,241.68,1.05,0.0,10.0,0.0,226.0
2007-7-4 06,40.18,7.21,242.31,2.95,0.0,64.0,77.0,531.0
2007-7-4 07,167.27,11.6,237.58,11.88,0.0,1245.0,1038.0,503.0
2007-7-4 08,79.16,8.33,239.24,5.46,0.0,34.0,1052.0,234.0
2007-7-4 09,75.71,3.64,238.91,5.23,0.0,0.0,1049.0,216.0
2007-7-4 10,24.47,5.44,236.87,1.81,0.0,29.0,177.0,205.0
2007-7-4 11,16.67,10.22,238.68,1.36,0.0,69.0,0.0,219.0
2007-7-4 12,14.71,7.29,238.43,1.18,0.0,24.0,0.0,211.0
2007-7-4 13,12.62,3.86,240.43,0.94,0.0,0.0,0.0,214.0
2007-7-4 14,14.7,7.12,241.66,1.12,0.0,33.0,0.0,219.0
2007-7-4 15,17.11,11.38,241.33,1.38,0.0,69.0,0.0,221.0
2007-7-4 16,13.03,4.98,242.15,0.99,0.0,15.0,0.0,212.0
2007-7-4 17,12.14,3.8,243.02,0.89,0.0,0.0,0.0,218.0
2007-7-4 18,49.7,12.8,243.06,3.65,473.0,43.0,3.0,313.0
2007-7-4 19,151.51,28.53,240.53,10.86,1063.0,72.0,1066.0,321.0
2007-7-4 20,60.64,24.98,239.71,4.75,229.0,69.0,404.0,318.0
2007-7-4 21,24.13,24.65,239.79,2.39,27.0,68.0,0.0,325.0
2007-7-4 22,23.33,24.04,241.11,2.3,28.0,67.0,0.0,313.0
2007-7-4 23,80.24,17.3,241.94,5.62,1.0,68.0,766.0,503.0
2007-7-5 00,20.43,18.96,241.77,1.89,0.0,67.0,0.0,270.0
2007-7-5 01,19.03,16.53,240.78,1.71,0.0,66.0,0.0,243.0
2007-7-5 02,16.58,12.23,241.24,1.4,0.0,31.0,0.0,241.0
2007-7-5 03,14.08,7.95,241.98,1.1,0.0,0.0,0.0,237.0
2007-7-5 04,14.39,8.21,241.87,1.14,0.0,0.0,0.0,241.0
2007-7-5 05,13.93,7.4,240.55,1.11,0.0,0.0,0.0,236.0
2007-7-5 06,13.21,6.18,241.77,1.07,0.0,8.0,0.0,222.0
2007-7-5 07,64.36,15.37,240.42,4.81,0.0,73.0,348.0,659.0
2007-7-5 08,79.9,11.68,239.09,5.55,0.0,68.0,1051.0,214.0
2007-7-5 09,77.79,9.64,237.64,5.43,0.0,67.0,1038.0,195.0
2007-7-5 10,17.25,8.22,238.35,1.33,0.0,38.0,51.0,204.0
2007-7-5 11,10.71,3.32,239.21,0.82,0.0,0.0,0.0,176.0
2007-7-5 12,11.97,4.66,239.9,0.93,0.0,0.0,0.0,196.0
2007-7-5 13,16.86,6.44,239.92,1.34,0.0,0.0,0.0,281.0
2007-7-5 14,15.89,5.5,241.35,1.21,0.0,8.0,0.0,254.0
2007-7-5 15,18.37,10.22,241.54,1.45,0.0,74.0,0.0,240.0
2007-7-5 16,15.42,10.39,241.19,1.31,0.0,68.0,0.0,182.0
2007-7-5 17,15.45,10.92,241.42,1.35,0.0,68.0,0.0,176.0
2007-7-5 18,36.18,11.59,240.6,2.72,0.0,64.0,251.0,278.0
2007-7-5 19,112.92,11.91,239.42,8.04,940.0,0.0,419.0,519.0
2007-7-5 20,120.38,17.88,238.21,8.64,1025.0,0.0,0.0,986.0
2007-7-5 21,99.16,13.95,239.59,7.02,286.0,0.0,0.0,1370.0
2007-7-5 22,162.22,5.7,240.04,11.26,394.0,0.0,808.0,1499.0
2007-7-5 23,70.81,11.87,242.82,4.95,277.0,70.0,7.0,829.0
2007-7-6 00,30.89,12.93,242.1,2.43,241.0,68.0,0.0,194.0
2007-7-6 01,16.63,13.38,243.25,1.46,0.0,68.0,0.0,194.0
2007-7-6 02,13.9,8.88,242.24,1.16,0.0,46.0,0.0,180.0
2007-7-6 03,10.76,3.58,241.89,0.82,0.0,0.0,0.0,172.0
